
206,905.36
219,905.77
231,905.58
244,905.93
257,905.95
269,906.21
281,906.16
293,906.37
307,906.03
319,906.27
331,906.45
344,906.34
356,906.25
368,906.44
381,906.58
394,906.69
406,907.01
418,907.51
431,908.38
444,909.29
456,909.97
468,910.97
481,911.73
493,912.80
506,913.85
519,914.89
531,915.41
543,915.31
556,915.48
568,915.36
581,915.02
593,914.27
606,913.45
618,912.84
630,912.13
644,911.35
656,910.51
668,909.88
680,908.91
693,907.93
706,907.70
718,907.28
731,906.96
743,906.72
755,906.29
768,906.22
781,905.91
793,905.93
805,905.70
818,905.78
830,905.58
843,905.19
856,904.64
868,904.23
880,903.92
892,903.19
906,902.39
918,902.05
930,901.53
943,901.40
955,901.30
967,900.98
980,900.73
993,900.80
1005,900.60
1018,900.70
1032,900.77
1046,900.83
1059,900.87
1073,900.90
1086,901.18
1099,901.38
1114,901.29
1127,901.22
1140,901.16
1154,901.12
1167,900.84
1181,900.63
1195,900.47
1208,900.35
1221,900.27
1234,900.20
1249,899.90
1262,899.67
1275,899.76
1289,899.57
1303,899.43
1316,899.07
1330,898.80
1343,898.60
1356,898.20
1371,898.15
1384,898.11
1397,898.08
1411,898.06
1424,897.55
1438,897.91
1452,897.68
1465,897.51
1478,897.13
1491,897.10
1506,896.83
1519,896.62
1532,896.46
1546,896.35
1559,896.26
1573,895.95
1587,895.46
1600,895.59
1613,895.45
1627,895.33
1641,895.25
1654,894.94
1668,894.95
1681,894.97
1694,894.72
1709,894.54
1722,894.41
1735,894.31
1748,894.23
1762,894.17
1776,894.38
1789,894.53
1803,894.40
1816,894.30
1829,894.23
1844,893.92
1857,893.94
1870,893.95
1884,894.22
1897,894.41
1911,894.56
1925,894.67
1938,895.00
1951,895.25
1965,895.44
1979,895.58
1992,895.68
2006,896.01
2019,896.51
2032,896.63
2046,896.72
2060,896.79
2073,896.84
2086,896.63
2100,896.48
2114,896.36
2127,896.52
2141,896.39
2154,896.29
2168,896.47
2182,896.35
2195,896.01
2208,895.76
2222,895.57
2236,895.68
2249,895.51
2263,895.38
2276,895.29
2289,895.46
2304,895.60
2317,895.45
2330,895.59
2343,895.44
2357,895.33
2371,895.25
2384,894.94
2398,894.95
2411,895.21
2424,895.16
2439,895.12
2452,895.09
2465,894.82
2479,894.86
2492,894.90
2506,894.92
2520,895.19
2533,895.14
2546,895.11
2560,895.08
2574,895.06
2587,895.30
2600,895.22
2614,895.17
2627,895.12
2641,895.09
2655,895.07
2668,895.30
2681,895.48
2695,895.61
2709,895.96
2722,895.97
2736,896.23
2749,896.42
2762,896.56
2777,896.42
2790,896.32
2803,896.24
2817,896.18
2830,896.38
2844,896.29
2857,896.47
2871,896.35
2884,896.01
2897,896.01
2912,895.76
2925,895.82
2938,895.86
2952,895.65
2965,895.99
2979,895.99
2993,896.24
3006,896.43
3019,896.57
3034,896.43
3047,896.32
3060,896.49
3074,896.37
3087,896.28
3101,896.46
3115,896.34
3128,896.51
3141,896.63
3154,896.72
3169,896.79
3182,896.59
3195,896.45
3209,896.58
3222,896.69
3236,896.52
3250,896.39
3263,896.29
3276,896.22
3290,896.16
3304,896.12
3317,896.34
3331,896.51
3344,896.63
3357,896.72
3372,897.04
3385,897.28
3398,897.46
3411,897.60
3425,897.70
3439,897.77
3452,897.83
3466,897.62
3479,897.72
3492,897.79
3507,897.84
3520,898.13
3533,898.10
3547,898.07
3560,898.06
3574,898.04
3588,897.78
3601,897.84
3614,897.63
3628,897.47
3642,897.60
3655,897.45
3668,897.59
3682,897.44
3695,897.33
3709,897.50
3723,897.62
3736,897.72
3749,898.29
3763,898.22
3777,898.41
3790,898.81
3804,899.11
3817,899.33
3830,899.75
3845,900.06
3858,900.30
3871,900.47
3885,900.35
3899,900.52
3912,900.89
3926,901.16
3939,901.37
3952,901.53
3966,901.65
3980,901.49
3993,901.36
4006,901.77
4020,902.08
4034,902.56
4047,902.92
4061,903.44
4074,903.83
4087,903.87
4102,904.15
4115,904.12
4128,904.09
4142,904.32
4155,904.24
4169,904.43
4183,904.07
4196,904.05
4209,904.04
4222,904.03
4237,904.27
4250,904.45
4263,904.34
4277,904.26
4290,904.44
4304,904.83
4318,904.87
4331,904.91
4344,905.18
4358,905.13
4372,904.85
4385,904.89
4399,905.17
4412,905.37
4425,905.28
4440,905.21
4453,905.16
4466,904.87
4480,905.15
4493,905.36
4507,905.27
4520,905.45
4534,905.59
4547,905.69
4560,906.02
4575,906.26
4588,906.20
4601,906.15
4615,906.36
4628,906.27
4642,906.45
4656,906.34
4669,906.51
4682,906.63
4696,906.47
4710,906.35
4723,906.27
4737,906.20
4750,906.65
4764,906.74
4777,906.80
4791,907.10
4804,907.33
4817,907.49
4832,907.62
4845,907.22
4858,907.16
4872,907.12
4885,907.09
4899,907.07
4913,907.05
4926,906.79
4939,906.59
4953,906.69
4967,906.52
4980,906.39
4994,906.54
5007,906.41
5020,906.56
5035,906.42
5048,906.31
5061,906.23
5074,906.43
5088,906.32
5102,906.24
5115,906.43
5129,906.57
5142,906.68
5155,906.51
5170,906.63
5183,906.47
5196,906.36
5210,906.27
5223,905.95
5237,905.71
5251,905.53
5264,905.40
5277,905.30
5291,905.48
5305,905.61
5318,905.95
5331,906.22
5345,906.16
5358,906.37
5372,906.28
5386,906.46
5399,906.59
5412,906.45
5426,906.58
5440,906.69
5453,906.77
5467,906.57
5480,906.43
5493,906.32
5508,906.24
5521,906.18
5534,906.14
5548,906.10
5561,906.08
5575,905.81
5588,905.86
5602,905.64
5615,905.73
5629,905.80
5643,905.60
5656,905.45
5669,905.34
5683,905.25
5697,905.19
5710,905.14
5724,904.86
5737,905.14
5750,905.11
5765,905.08
5778,905.06
5791,905.05
5805,905.03
5818,904.78
5832,904.58
5846,904.94
5859,904.95
5872,904.71
5885,904.54
5900,904.40
5913,904.30
5926,903.98
5940,903.98
5953,903.74
5967,903.80
5981,904.10
5994,904.33
6007,904.24
6021,904.43
6035,904.58
6048,904.18
6062,904.39
6075,904.54
6088,904.40
6103,904.30
6116,904.48
6129,904.11
6142,904.33
6156,904.00
6170,904.00
6183,904.00
6197,903.25
6210,903.19
6223,902.89
6238,902.67
6251,902.50
6264,902.13
6278,902.09
6291,902.32
6305,902.24
6319,901.68
6332,901.51
6345,901.63
6359,901.47
6373,901.11
6386,901.08
6400,901.06
6413,901.29
6426,900.97
6440,900.98
6454,900.73
6467,900.30
6480,899.73
6495,899.79
6508,899.35
6521,899.26
6535,899.19
6548,898.65
6562,898.48
6576,898.11
6589,897.58
6602,897.19
6616,896.89
6630,896.42
6643,896.31
6657,895.99
6670,895.49
6683,895.12
6697,894.84
6711,894.38
6724,893.78
6737,893.34
6751,892.75
6765,892.06
6778,891.80
6792,891.60
6805,890.95
6818,890.46
6833,890.10
6846,889.57
6859,888.93
6873,888.45
6886,888.09
6900,887.56
6914,886.92
6927,886.44
6940,885.83
6953,885.37
6968,884.78
6981,884.59
6994,884.19
7008,883.64
7021,883.48
7035,883.11
7049,882.58
7062,882.44
7075,882.33
7089,882.25
7103,882.18
7116,882.14
7130,881.85
7143,881.64
7156,881.73
7171,881.80
7184,882.10
7197,882.32
7211,882.99
7224,883.24
7238,883.43
7251,883.83
7265,884.12
7278,884.34
7291,884.50
7306,884.88
7319,885.41
7332,886.06
7346,886.54
7360,886.91
7373,887.43
7387,888.07
7400,888.80
7413,889.10
7428,889.58
7441,890.18
7454,890.64
7468,891.23
7481,891.67
7495,892.00
7508,892.00
7522,892.25
7535,892.69
7548,892.77
7563,893.07
7576,893.31
7589,893.48
7603,893.61
7616,894.21
7630,894.41
7644,894.55
7657,894.42
7670,894.56
7684,894.67
7698,894.75
7711,895.32
7725,895.99
7738,896.49
7751,896.87
7766,897.15
7779,897.61
7792,897.71
7805,898.03
7819,898.27
7833,898.71
7846,899.28
7860,899.71
7873,900.03
7886,900.02
7901,900.27
7914,900.45
7927,900.59
7941,900.69
7954,901.02
7968,901.01
7982,901.01
7995,901.26
8008,901.19
8022,901.40
8036,901.30
8049,901.22
8062,901.17
8076,901.13
8089,901.09
8103,901.07
8117,901.55
8130,901.91
8143,901.94
8157,901.95
8171,901.96
8184,901.97
8198,901.98
8211,901.73
8225,901.55
8239,901.41
8252,901.06
8265,900.79
8279,900.60
8293,900.45
8306,900.09
8320,899.81
8333,899.61
8346,899.46
8360,899.34
8374,899.01
8387,898.76
8400,898.32
8414,898.49
8428,898.37
8441,898.27
8455,898.21
8468,897.90
8481,897.68
8496,897.51
8509,897.63
8522,897.72
8536,897.79
8549,897.59
8563,897.70
8577,897.52
8590,897.39
8603,897.29
8616,896.97
8631,896.98
8644,896.98
8657,896.99
8671,896.74
8684,896.81
8698,896.60
8712,896.45
8725,896.34
8738,896.25
8752,895.94
8766,896.21
8779,896.15
8793,896.12
8806,896.34
8819,896.25
8834,896.44
8847,896.33
8860,896.25
8873,896.44
8887,896.33
8901,895.99
8914,896.00
8928,896.00
8941,896.00
8954,895.75
8969,895.56
8982,895.92
8995,895.94
9009,895.96
9022,895.97
9036,895.97
9050,895.98
9063,895.99
